entity_type,sku,category,warehouse,week,stockout_probability,risk_band,evidence
SKU-Warehouse,SKU-00090,Automotive Parts,Cassandraton Distribution Center,2025-12-22,0.045,Low,"Demand increased 59% (28 -> 44 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00090,Automotive Parts,Herrerafurt Distribution Center,2025-12-22,0.05,Low,"Demand decreased 17% (44 -> 36 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00090,Automotive Parts,Lake Chad Distribution Center,2025-12-22,0.074,Low,"Demand increased 40% (28 -> 40 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00090,Automotive Parts,Ramirezstad Distribution Center,2025-12-22,0.051,Low,"Demand decreased 25% (44 -> 33 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00091,Packaged Foods,Robinsonshire Distribution Center,2025-12-22,0.292,Medium,"Demand decreased 19% (934 -> 752 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00091,Packaged Foods,Ericmouth Distribution Center,2025-12-22,0.442,Medium,"Demand increased 121% (703 -> 1552 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00091,Packaged Foods,Cassandraton Distribution Center,2025-12-22,0.357,Medium,Inventory coverage declined from 13.9 to 8.1 days of supply.
SKU-Warehouse,SKU-00091,Packaged Foods,South Noah Distribution Center,2025-12-22,0.524,High,"No material week-over-week deviation found in demand, inventory coverage, or delivery reliability for this product-warehouse in the most recent comparison window."
SKU-Warehouse,SKU-00092,Personal Care,East Jill Distribution Center,2025-12-22,0.66,High,"Demand increased 88% (1580 -> 2969 units/week, trailing 4wk vs prior 4wk).; Late deliveries for this product-warehouse rose from 4 to 7 orders over the last 4 weeks.; Stockout-flagged orders increased from 0 to 3 in the same comparison window."
SKU-Warehouse,SKU-00092,Personal Care,Cassandraton Distribution Center,2025-12-22,0.528,High,"Demand decreased 17% (1794 -> 1486 units/week, trailing 4wk vs prior 4wk).; Inventory coverage declined from 8.7 to 5.7 days of supply.; Stockout-flagged orders increased from 0 to 1 in the same comparison window."
SKU-Warehouse,SKU-00092,Personal Care,New Kellystad Distribution Center,2025-12-22,0.328,Medium,"Demand decreased 22% (905 -> 705 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00093,Home & Kitchen,East Jill Distribution Center,2025-12-22,0.124,Low,"Demand decreased 31% (611 -> 422 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00093,Home & Kitchen,New Roberttown Distribution Center,2025-12-22,0.06,Low,"Demand decreased 25% (251 -> 188 units/week, trailing 4wk vs prior 4wk).; Inventory coverage improved from 11.9 to 16.0 days of supply.; Late deliveries for this product-warehouse rose from 0 to 1 orders over the last 4 weeks."
SKU-Warehouse,SKU-00093,Home & Kitchen,Robinsonshire Distribution Center,2025-12-22,0.077,Low,"Demand decreased 40% (485 -> 293 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00093,Home & Kitchen,Lake Roberto Distribution Center,2025-12-22,0.196,Low,"Demand decreased 19% (425 -> 344 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00093,Home & Kitchen,Ericmouth Distribution Center,2025-12-22,0.061,Low,"Demand increased 11% (514 -> 568 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00093,Home & Kitchen,Lake Chad Distribution Center,2025-12-22,0.107,Low,Stockout-flagged orders increased from 0 to 1 in the same comparison window.
SKU-Warehouse,SKU-00093,Home & Kitchen,Port Keith Distribution Center,2025-12-22,0.203,Low,"Demand decreased 15% (339 -> 288 units/week, trailing 4wk vs prior 4wk).; Inventory coverage improved from 2.7 to 10.7 days of supply."
SKU-Warehouse,SKU-00093,Home & Kitchen,Ramirezstad Distribution Center,2025-12-22,0.203,Low,Stockout-flagged orders increased from 0 to 1 in the same comparison window.
SKU-Warehouse,SKU-00093,Home & Kitchen,Lake Mark Distribution Center,2025-12-22,0.135,Low,"Demand decreased 32% (666 -> 454 units/week, trailing 4wk vs prior 4wk).; Inventory coverage improved from 3.1 to 4.6 days of supply."
SKU-Warehouse,SKU-00094,Packaged Foods,East Jill Distribution Center,2025-12-22,0.421,Medium,"Demand increased 16% (763 -> 882 units/week, trailing 4wk vs prior 4wk).; Stockout-flagged orders increased from 0 to 2 in the same comparison window."
SKU-Warehouse,SKU-00094,Packaged Foods,New Roberttown Distribution Center,2025-12-22,0.279,Medium,"Demand decreased 17% (260 -> 215 units/week, trailing 4wk vs prior 4wk).; Inventory coverage declined from 13.1 to 6.8 days of supply."
SKU-Warehouse,SKU-00094,Packaged Foods,East Jessetown Distribution Center,2025-12-22,0.458,Medium,"Demand decreased 19% (802 -> 651 units/week, trailing 4wk vs prior 4wk).; Inventory coverage declined from 11.4 to 9.7 days of supply."
SKU-Warehouse,SKU-00094,Packaged Foods,Ericmouth Distribution Center,2025-12-22,0.266,Medium,"Demand decreased 46% (880 -> 477 units/week, trailing 4wk vs prior 4wk).; Inventory coverage declined from 4.3 to 1.6 days of supply."
SKU-Warehouse,SKU-00094,Packaged Foods,Cassandraton Distribution Center,2025-12-22,0.224,Low,"Demand decreased 21% (584 -> 463 units/week, trailing 4wk vs prior 4wk).; Inventory coverage declined from 2.6 to 0.0 days of supply."
SKU-Warehouse,SKU-00094,Packaged Foods,Lake Chad Distribution Center,2025-12-22,0.376,Medium,"Demand decreased 27% (1303 -> 955 units/week, trailing 4wk vs prior 4wk).; Inventory coverage declined from 4.2 to 0.0 days of supply."
SKU-Warehouse,SKU-00094,Packaged Foods,West Michael Distribution Center,2025-12-22,0.195,Low,"Demand decreased 19% (655 -> 529 units/week, trailing 4wk vs prior 4wk).; Late deliveries for this product-warehouse rose from 2 to 4 orders over the last 4 weeks."
SKU-Warehouse,SKU-00094,Packaged Foods,New Jessica Distribution Center,2025-12-22,0.193,Low,"Demand increased 22% (600 -> 730 units/week, trailing 4wk vs prior 4wk).; Inventory coverage declined from 1.6 to 1.4 days of supply.; Late deliveries for this product-warehouse rose from 1 to 4 orders over the last 4 weeks.; Stockout-flagged orders increased from 0 to 1 in the same comparison window."
SKU-Warehouse,SKU-00094,Packaged Foods,Lake Mark Distribution Center,2025-12-22,0.295,Medium,"Demand increased 21% (826 -> 1002 units/week, trailing 4wk vs prior 4wk).; Inventory coverage improved from 4.2 to 4.7 days of supply."
SKU-Warehouse,SKU-00095,Industrial Parts,Cassandraton Distribution Center,2025-12-22,0.388,Medium,"Demand decreased 51% (1848 -> 908 units/week, trailing 4wk vs prior 4wk).; Inventory coverage improved from 0.9 to 3.8 days of supply.; Late deliveries for this product-warehouse rose from 3 to 4 orders over the last 4 weeks.; Stockout-flagged orders increased from 0 to 1 in the same comparison window."
SKU-Warehouse,SKU-00095,Industrial Parts,Herrerafurt Distribution Center,2025-12-22,0.141,Low,"Demand increased 17% (1272 -> 1482 units/week, trailing 4wk vs prior 4wk).; Inventory coverage improved from 4.4 to 5.1 days of supply."
SKU-Warehouse,SKU-00095,Industrial Parts,New Kellystad Distribution Center,2025-12-22,0.245,Low,"Demand increased 3192% (416 -> 13711 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00095,Industrial Parts,Port Keith Distribution Center,2025-12-22,0.111,Low,"Demand increased 42% (493 -> 702 units/week, trailing 4wk vs prior 4wk).; Late deliveries for this product-warehouse rose from 0 to 1 orders over the last 4 weeks.; Stockout-flagged orders increased from 0 to 1 in the same comparison window."
SKU-Warehouse,SKU-00095,Industrial Parts,Jacquelineland Distribution Center,2025-12-22,0.701,High,"Demand increased 16% (823 -> 956 units/week, trailing 4wk vs prior 4wk).; Inventory coverage improved from 2.4 to 9.5 days of supply."
SKU-Warehouse,SKU-00095,Industrial Parts,New Jessica Distribution Center,2025-12-22,0.404,Medium,"Demand increased 58% (1469 -> 2316 units/week, trailing 4wk vs prior 4wk).; Late deliveries for this product-warehouse rose from 2 to 8 orders over the last 4 weeks.; Stockout-flagged orders increased from 0 to 2 in the same comparison window."
SKU-Warehouse,SKU-00096,Apparel,New Roberttown Distribution Center,2025-12-22,0.297,Medium,Late deliveries for this product-warehouse rose from 0 to 1 orders over the last 4 weeks.; Stockout-flagged orders increased from 0 to 1 in the same comparison window.
SKU-Warehouse,SKU-00096,Apparel,Lake Debra Distribution Center,2025-12-22,0.201,Low,Inventory coverage declined from 6.0 to 2.0 days of supply.
SKU-Warehouse,SKU-00096,Apparel,Ericmouth Distribution Center,2025-12-22,0.156,Low,"Demand decreased 20% (1142 -> 918 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00096,Apparel,Herrerafurt Distribution Center,2025-12-22,0.509,High,"Demand decreased 10% (1680 -> 1510 units/week, trailing 4wk vs prior 4wk).; Stockout-flagged orders increased from 0 to 1 in the same comparison window."
SKU-Warehouse,SKU-00097,Packaged Foods,East Jill Distribution Center,2025-12-22,0.203,Low,"Demand decreased 36% (342 -> 217 units/week, trailing 4wk vs prior 4wk).; Late deliveries for this product-warehouse rose from 0 to 2 orders over the last 4 weeks."
SKU-Warehouse,SKU-00097,Packaged Foods,East Jessetown Distribution Center,2025-12-22,0.608,High,Late deliveries for this product-warehouse rose from 2 to 3 orders over the last 4 weeks.; Stockout-flagged orders increased from 0 to 1 in the same comparison window.
SKU-Warehouse,SKU-00097,Packaged Foods,Cassandraton Distribution Center,2025-12-22,0.227,Low,"Demand decreased 96% (7548 -> 325 units/week, trailing 4wk vs prior 4wk).; Inventory coverage improved from 4.7 to 18.6 days of supply."
SKU-Warehouse,SKU-00097,Packaged Foods,Lake Chad Distribution Center,2025-12-22,0.7,High,"Demand increased 25% (294 -> 368 units/week, trailing 4wk vs prior 4wk).; Stockout-flagged orders increased from 0 to 1 in the same comparison window."
SKU-Warehouse,SKU-00098,Personal Care,Robinsonshire Distribution Center,2025-12-22,0.2,Low,"Demand decreased 29% (927 -> 655 units/week, trailing 4wk vs prior 4wk).; Stockout-flagged orders increased from 0 to 1 in the same comparison window."
SKU-Warehouse,SKU-00098,Personal Care,Lisatown Distribution Center,2025-12-22,0.281,Medium,"Demand increased 27% (748 -> 953 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00098,Personal Care,Ericmouth Distribution Center,2025-12-22,0.307,Medium,"Demand decreased 13% (833 -> 721 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00098,Personal Care,North Noahstad Distribution Center,2025-12-22,0.229,Low,"Demand decreased 18% (936 -> 768 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00098,Personal Care,Cassandraton Distribution Center,2025-12-22,0.41,Medium,Inventory coverage declined from 8.8 to 0.0 days of supply.; Late deliveries for this product-warehouse rose from 0 to 2 orders over the last 4 weeks.; Stockout-flagged orders increased from 0 to 1 in the same comparison window.
SKU-Warehouse,SKU-00098,Personal Care,Herrerafurt Distribution Center,2025-12-22,0.455,Medium,"No material week-over-week deviation found in demand, inventory coverage, or delivery reliability for this product-warehouse in the most recent comparison window."
SKU-Warehouse,SKU-00098,Personal Care,New Kellystad Distribution Center,2025-12-22,0.272,Medium,"Demand decreased 26% (506 -> 374 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00098,Personal Care,Lake Chad Distribution Center,2025-12-22,0.252,Medium,"Demand decreased 63% (1870 -> 690 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00098,Personal Care,Jacquelineland Distribution Center,2025-12-22,0.262,Medium,"Demand decreased 19% (736 -> 594 units/week, trailing 4wk vs prior 4wk).; Late deliveries for this product-warehouse rose from 0 to 1 orders over the last 4 weeks."
SKU-Warehouse,SKU-00098,Personal Care,New Jessica Distribution Center,2025-12-22,0.3,Medium,"Demand decreased 41% (1334 -> 794 units/week, trailing 4wk vs prior 4wk).; Inventory coverage declined from 5.6 to 0.0 days of supply."
SKU-Warehouse,SKU-00099,Personal Care,North Judithbury Distribution Center,2025-12-22,0.526,High,"Demand increased 29% (1625 -> 2100 units/week, trailing 4wk vs prior 4wk).; Inventory coverage improved from 2.0 to 8.1 days of supply.; Late deliveries for this product-warehouse rose from 3 to 5 orders over the last 4 weeks.; Stockout-flagged orders increased from 1 to 2 in the same comparison window."
SKU-Warehouse,SKU-00099,Personal Care,East Jill Distribution Center,2025-12-22,0.612,High,Late deliveries for this product-warehouse rose from 1 to 4 orders over the last 4 weeks.; Stockout-flagged orders increased from 0 to 1 in the same comparison window.
SKU-Warehouse,SKU-00099,Personal Care,Robinsonshire Distribution Center,2025-12-22,0.54,High,Late deliveries for this product-warehouse rose from 1 to 2 orders over the last 4 weeks.; Stockout-flagged orders increased from 0 to 1 in the same comparison window.
SKU-Warehouse,SKU-00099,Personal Care,Ericmouth Distribution Center,2025-12-22,0.682,High,"Demand decreased 33% (1785 -> 1205 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00099,Personal Care,Herrerafurt Distribution Center,2025-12-22,0.75,High,Late deliveries for this product-warehouse rose from 0 to 4 orders over the last 4 weeks.; Stockout-flagged orders increased from 0 to 1 in the same comparison window.
SKU-Warehouse,SKU-00099,Personal Care,Port Keith Distribution Center,2025-12-22,0.261,Medium,"Demand decreased 30% (908 -> 633 units/week, trailing 4wk vs prior 4wk).; Inventory coverage declined from 10.6 to 8.2 days of supply."
SKU-Warehouse,SKU-00099,Personal Care,Jacquelineland Distribution Center,2025-12-22,0.606,High,Inventory coverage declined from 4.1 to 1.0 days of supply.; Late deliveries for this product-warehouse rose from 1 to 3 orders over the last 4 weeks.; Stockout-flagged orders increased from 0 to 1 in the same comparison window.
SKU-Warehouse,SKU-00099,Personal Care,South Noah Distribution Center,2025-12-22,0.249,Low,Late deliveries for this product-warehouse rose from 0 to 3 orders over the last 4 weeks.
SKU-Warehouse,SKU-00100,Packaged Foods,East Jill Distribution Center,2025-12-22,0.16,Low,Late deliveries for this product-warehouse rose from 0 to 1 orders over the last 4 weeks.
SKU-Warehouse,SKU-00100,Packaged Foods,East Jessetown Distribution Center,2025-12-22,0.197,Low,"Demand decreased 43% (369 -> 208 units/week, trailing 4wk vs prior 4wk).; Inventory coverage declined from 9.3 to 7.3 days of supply.; Late deliveries for this product-warehouse rose from 1 to 3 orders over the last 4 weeks."
SKU-Warehouse,SKU-00100,Packaged Foods,Cassandraton Distribution Center,2025-12-22,0.174,Low,"Demand decreased 11% (172 -> 152 units/week, trailing 4wk vs prior 4wk).; Late deliveries for this product-warehouse rose from 0 to 1 orders over the last 4 weeks.; Stockout-flagged orders increased from 0 to 1 in the same comparison window."
SKU-Warehouse,SKU-00100,Packaged Foods,New Jessica Distribution Center,2025-12-22,0.39,Medium,Inventory coverage declined from 9.6 to 7.2 days of supply.
SKU-Warehouse,SKU-00101,Office Supplies,New Roberttown Distribution Center,2025-12-22,0.055,Low,Inventory coverage improved from 0.4 to 3.2 days of supply.
SKU-Warehouse,SKU-00101,Office Supplies,Robinsonshire Distribution Center,2025-12-22,0.104,Low,"Demand increased 90% (80 -> 152 units/week, trailing 4wk vs prior 4wk).; Late deliveries for this product-warehouse rose from 2 to 3 orders over the last 4 weeks.; Stockout-flagged orders increased from 0 to 1 in the same comparison window."
SKU-Warehouse,SKU-00101,Office Supplies,Ericmouth Distribution Center,2025-12-22,0.123,Low,"Demand decreased 11% (96 -> 85 units/week, trailing 4wk vs prior 4wk).; Late deliveries for this product-warehouse rose from 0 to 2 orders over the last 4 weeks."
SKU-Warehouse,SKU-00102,Industrial Parts,New Roberttown Distribution Center,2025-12-22,0.39,Medium,"Demand decreased 16% (283 -> 237 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00102,Industrial Parts,Robinsonshire Distribution Center,2025-12-22,0.276,Medium,"Demand increased 39% (256 -> 357 units/week, trailing 4wk vs prior 4wk).; Late deliveries for this product-warehouse rose from 0 to 1 orders over the last 4 weeks."
SKU-Warehouse,SKU-00102,Industrial Parts,Lake Roberto Distribution Center,2025-12-22,0.325,Medium,Stockout-flagged orders increased from 0 to 1 in the same comparison window.
SKU-Warehouse,SKU-00102,Industrial Parts,Ericmouth Distribution Center,2025-12-22,0.388,Medium,"Demand increased 34% (284 -> 380 units/week, trailing 4wk vs prior 4wk).; Late deliveries for this product-warehouse rose from 1 to 2 orders over the last 4 weeks."
SKU-Warehouse,SKU-00102,Industrial Parts,North Noahstad Distribution Center,2025-12-22,0.163,Low,"Demand decreased 15% (493 -> 419 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00102,Industrial Parts,Cassandraton Distribution Center,2025-12-22,0.231,Low,"Demand increased 24% (352 -> 436 units/week, trailing 4wk vs prior 4wk).; Inventory coverage improved from 3.4 to 3.8 days of supply."
SKU-Warehouse,SKU-00102,Industrial Parts,Lake Chad Distribution Center,2025-12-22,0.292,Medium,"Demand increased 88% (267 -> 501 units/week, trailing 4wk vs prior 4wk).; Inventory coverage improved from 8.7 to 16.1 days of supply."
SKU-Warehouse,SKU-00102,Industrial Parts,Port Jesseville Distribution Center,2025-12-22,0.394,Medium,"Demand increased 56% (228 -> 356 units/week, trailing 4wk vs prior 4wk).; Inventory coverage improved from 17.4 to 21.5 days of supply.; Stockout-flagged orders increased from 0 to 1 in the same comparison window."
SKU-Warehouse,SKU-00102,Industrial Parts,Ramirezstad Distribution Center,2025-12-22,0.296,Medium,"Demand increased 98% (275 -> 546 units/week, trailing 4wk vs prior 4wk).; Inventory coverage improved from 6.0 to 11.6 days of supply.; Late deliveries for this product-warehouse rose from 0 to 1 orders over the last 4 weeks.; Stockout-flagged orders increased from 0 to 1 in the same comparison window."
SKU-Warehouse,SKU-00102,Industrial Parts,Lake Mark Distribution Center,2025-12-22,0.218,Low,Inventory coverage declined from 10.0 to 6.1 days of supply.; Late deliveries for this product-warehouse rose from 0 to 1 orders over the last 4 weeks.
SKU-Warehouse,SKU-00103,Automotive Parts,North Judithbury Distribution Center,2025-12-22,0.178,Low,"Demand decreased 40% (353 -> 210 units/week, trailing 4wk vs prior 4wk).; Inventory coverage improved from 6.3 to 7.4 days of supply."
SKU-Warehouse,SKU-00103,Automotive Parts,East Jessetown Distribution Center,2025-12-22,0.14,Low,Late deliveries for this product-warehouse rose from 1 to 2 orders over the last 4 weeks.
SKU-Warehouse,SKU-00103,Automotive Parts,North Noahstad Distribution Center,2025-12-22,0.127,Low,"Demand increased 84% (220 -> 404 units/week, trailing 4wk vs prior 4wk).; Stockout-flagged orders increased from 0 to 1 in the same comparison window."
SKU-Warehouse,SKU-00103,Automotive Parts,Herrerafurt Distribution Center,2025-12-22,0.246,Low,"Demand increased 121% (181 -> 400 units/week, trailing 4wk vs prior 4wk).; Inventory coverage declined from 6.4 to 0.0 days of supply."
SKU-Warehouse,SKU-00104,Electronics,Robinsonshire Distribution Center,2025-12-22,0.299,Medium,"Demand decreased 12% (173 -> 153 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00104,Electronics,Lake Roberto Distribution Center,2025-12-22,0.473,Medium,"Demand decreased 17% (154 -> 129 units/week, trailing 4wk vs prior 4wk).; Inventory coverage improved from 14.0 to 15.8 days of supply."
SKU-Warehouse,SKU-00104,Electronics,Ericmouth Distribution Center,2025-12-22,0.223,Low,Late deliveries for this product-warehouse rose from 0 to 1 orders over the last 4 weeks.
SKU-Warehouse,SKU-00104,Electronics,North Noahstad Distribution Center,2025-12-22,0.245,Low,"Demand increased 37% (198 -> 270 units/week, trailing 4wk vs prior 4wk).; Inventory coverage improved from 13.4 to 17.4 days of supply."
SKU-Warehouse,SKU-00104,Electronics,Cassandraton Distribution Center,2025-12-22,0.313,Medium,Inventory coverage declined from 22.7 to 19.7 days of supply.
SKU-Warehouse,SKU-00104,Electronics,Herrerafurt Distribution Center,2025-12-22,0.519,High,"Demand decreased 21% (221 -> 175 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00104,Electronics,New Kellystad Distribution Center,2025-12-22,0.288,Medium,"Demand increased 18% (114 -> 135 units/week, trailing 4wk vs prior 4wk).; Late deliveries for this product-warehouse rose from 1 to 2 orders over the last 4 weeks.; Stockout-flagged orders increased from 0 to 2 in the same comparison window."
SKU-Warehouse,SKU-00104,Electronics,Ramirezstad Distribution Center,2025-12-22,0.268,Medium,"Demand increased 25% (163 -> 204 units/week, trailing 4wk vs prior 4wk).; Inventory coverage improved from 7.3 to 8.9 days of supply."
SKU-Warehouse,SKU-00104,Electronics,West Michael Distribution Center,2025-12-22,0.335,Medium,"Demand decreased 32% (309 -> 210 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00104,Electronics,Jacquelineland Distribution Center,2025-12-22,0.325,Medium,"No material week-over-week deviation found in demand, inventory coverage, or delivery reliability for this product-warehouse in the most recent comparison window."
SKU-Warehouse,SKU-00105,Apparel,East Jill Distribution Center,2025-12-22,0.429,Medium,"Demand increased 31% (1004 -> 1317 units/week, trailing 4wk vs prior 4wk).; Inventory coverage improved from 5.0 to 7.3 days of supply."
SKU-Warehouse,SKU-00105,Apparel,East Jessetown Distribution Center,2025-12-22,0.394,Medium,"Demand increased 18% (884 -> 1044 units/week, trailing 4wk vs prior 4wk).; Late deliveries for this product-warehouse rose from 2 to 3 orders over the last 4 weeks."
SKU-Warehouse,SKU-00105,Apparel,New Kellystad Distribution Center,2025-12-22,0.427,Medium,"Demand decreased 22% (620 -> 483 units/week, trailing 4wk vs prior 4wk).; Late deliveries for this product-warehouse rose from 1 to 2 orders over the last 4 weeks.; Stockout-flagged orders increased from 0 to 1 in the same comparison window."
SKU-Warehouse,SKU-00105,Apparel,Ramirezstad Distribution Center,2025-12-22,0.469,Medium,"Demand increased 120% (825 -> 1818 units/week, trailing 4wk vs prior 4wk).; Late deliveries for this product-warehouse rose from 3 to 4 orders over the last 4 weeks."
SKU-Warehouse,SKU-00105,Apparel,New Jessica Distribution Center,2025-12-22,0.49,Medium,"Demand decreased 11% (1393 -> 1245 units/week, trailing 4wk vs prior 4wk).; Inventory coverage improved from 6.8 to 10.7 days of supply."
SKU-Warehouse,SKU-00106,Office Supplies,North Judithbury Distribution Center,2025-12-22,0.076,Low,"Demand decreased 13% (477 -> 414 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00106,Office Supplies,East Jessetown Distribution Center,2025-12-22,0.169,Low,"Demand increased 17% (539 -> 632 units/week, trailing 4wk vs prior 4wk).; Inventory coverage declined from 10.4 to 0.0 days of supply."
SKU-Warehouse,SKU-00106,Office Supplies,Lisatown Distribution Center,2025-12-22,0.115,Low,"Demand increased 82% (391 -> 712 units/week, trailing 4wk vs prior 4wk).; Late deliveries for this product-warehouse rose from 0 to 3 orders over the last 4 weeks.; Stockout-flagged orders increased from 0 to 1 in the same comparison window."
SKU-Warehouse,SKU-00106,Office Supplies,Lake Roberto Distribution Center,2025-12-22,0.094,Low,"Demand increased 48% (356 -> 527 units/week, trailing 4wk vs prior 4wk).; Late deliveries for this product-warehouse rose from 1 to 3 orders over the last 4 weeks."
SKU-Warehouse,SKU-00106,Office Supplies,North Noahstad Distribution Center,2025-12-22,0.17,Low,Inventory coverage improved from 2.8 to 3.3 days of supply.; Late deliveries for this product-warehouse rose from 1 to 2 orders over the last 4 weeks.
SKU-Warehouse,SKU-00106,Office Supplies,Port Jesseville Distribution Center,2025-12-22,0.106,Low,"Demand decreased 66% (748 -> 254 units/week, trailing 4wk vs prior 4wk).; Inventory coverage improved from 1.9 to 6.4 days of supply."
SKU-Warehouse,SKU-00106,Office Supplies,Ramirezstad Distribution Center,2025-12-22,0.194,Low,"Demand decreased 20% (434 -> 347 units/week, trailing 4wk vs prior 4wk).; Inventory coverage declined from 12.7 to 7.8 days of supply."
SKU-Warehouse,SKU-00106,Office Supplies,Jacquelineland Distribution Center,2025-12-22,0.207,Low,"Demand decreased 44% (556 -> 312 units/week, trailing 4wk vs prior 4wk).; Inventory coverage improved from 1.3 to 4.4 days of supply.; Late deliveries for this product-warehouse rose from 2 to 3 orders over the last 4 weeks."
SKU-Warehouse,SKU-00106,Office Supplies,New Jessica Distribution Center,2025-12-22,0.157,Low,"Demand decreased 45% (650 -> 360 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00106,Office Supplies,South Noah Distribution Center,2025-12-22,0.127,Low,"No material week-over-week deviation found in demand, inventory coverage, or delivery reliability for this product-warehouse in the most recent comparison window."
SKU-Warehouse,SKU-00107,Office Supplies,Robinsonshire Distribution Center,2025-12-22,0.092,Low,"Demand increased 25% (346 -> 434 units/week, trailing 4wk vs prior 4wk).; Inventory coverage improved from 2.2 to 8.8 days of supply."
SKU-Warehouse,SKU-00107,Office Supplies,Ericmouth Distribution Center,2025-12-22,0.054,Low,"Demand increased 42% (447 -> 634 units/week, trailing 4wk vs prior 4wk).; Late deliveries for this product-warehouse rose from 1 to 2 orders over the last 4 weeks."
SKU-Warehouse,SKU-00107,Office Supplies,Herrerafurt Distribution Center,2025-12-22,0.155,Low,"Demand decreased 13% (575 -> 499 units/week, trailing 4wk vs prior 4wk).; Inventory coverage improved from 3.2 to 8.2 days of supply."
SKU-Warehouse,SKU-00107,Office Supplies,Port Keith Distribution Center,2025-12-22,0.151,Low,"No material week-over-week deviation found in demand, inventory coverage, or delivery reliability for this product-warehouse in the most recent comparison window."
SKU-Warehouse,SKU-00107,Office Supplies,Jacquelineland Distribution Center,2025-12-22,0.229,Low,"Demand increased 168% (340 -> 912 units/week, trailing 4wk vs prior 4wk).; Stockout-flagged orders increased from 0 to 1 in the same comparison window."
SKU-Warehouse,SKU-00107,Office Supplies,South Noah Distribution Center,2025-12-22,0.119,Low,Late deliveries for this product-warehouse rose from 0 to 2 orders over the last 4 weeks.
SKU-Warehouse,SKU-00107,Office Supplies,Lake Mark Distribution Center,2025-12-22,0.11,Low,"Demand decreased 13% (676 -> 591 units/week, trailing 4wk vs prior 4wk).; Inventory coverage declined from 10.8 to 9.4 days of supply."
SKU-Warehouse,SKU-00108,Office Supplies,New Roberttown Distribution Center,2025-12-22,0.223,Low,"Demand increased 60% (122 -> 195 units/week, trailing 4wk vs prior 4wk).; Inventory coverage improved from 7.2 to 8.4 days of supply.; Late deliveries for this product-warehouse rose from 0 to 2 orders over the last 4 weeks."
SKU-Warehouse,SKU-00108,Office Supplies,Lisatown Distribution Center,2025-12-22,0.242,Low,"Demand decreased 31% (268 -> 184 units/week, trailing 4wk vs prior 4wk).; Late deliveries for this product-warehouse rose from 0 to 2 orders over the last 4 weeks."
SKU-Warehouse,SKU-00108,Office Supplies,New Kellystad Distribution Center,2025-12-22,0.201,Low,"Demand increased 101% (72 -> 145 units/week, trailing 4wk vs prior 4wk).; Late deliveries for this product-warehouse rose from 0 to 3 orders over the last 4 weeks."
SKU-Warehouse,SKU-00108,Office Supplies,Port Keith Distribution Center,2025-12-22,0.624,High,"Demand decreased 22% (147 -> 114 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00108,Office Supplies,Ramirezstad Distribution Center,2025-12-22,0.468,Medium,"Demand decreased 26% (277 -> 204 units/week, trailing 4wk vs prior 4wk).; Inventory coverage improved from 7.0 to 8.4 days of supply.; Late deliveries for this product-warehouse rose from 1 to 2 orders over the last 4 weeks."
SKU-Warehouse,SKU-00108,Office Supplies,South Noah Distribution Center,2025-12-22,0.37,Medium,"Demand increased 37% (207 -> 282 units/week, trailing 4wk vs prior 4wk).; Inventory coverage improved from 3.9 to 4.9 days of supply."
